timestamp,delta,theta,low_alpha,high_alpha,low_beta,high_beta,low_gamma,mid_gamma
23:01.2,103451,11666,54557,61647,56788,11435,4067,278533
23:02.2,143812,9369,20745,5575,22258,12091,5854,278277
23:03.2,96003,73019,24184,36801,29903,9572,5536,277765
23:04.2,243606,129357,52640,47212,78396,7352,2603,280069
23:05.2,207361,81955,25890,37559,100362,6171,1962,280069
23:06.2,6136,1055,3574,5290,2397,521,442,282117
23:07.2,124469,18824,8516,9690,9175,2253,1126,279301
23:08.2,27985,17916,14852,13480,9178,2387,965,278533
23:09.2,81578,16194,7819,13018,10019,3829,5527,275717
23:10.2,35907,8534,8065,4424,13257,2110,558,275973
23:11.2,9073,4399,2459,13831,5849,3301,1279,280069
23:12.2,656982,26114,15838,44903,18142,10567,5044,275973
23:13.2,19279,22227,2947,6768,5680,2082,1570,276741
23:14.2,33125,13049,34882,9525,9435,2211,951,275205
23:15.2,54266,2750,28530,14835,8375,2385,2136,272389
23:16.3,109556,8834,18907,10827,11429,5760,1367,275205
23:17.2,152261,47279,37793,17170,20562,8492,1161,274181
23:18.2,203020,19545,6017,11337,8458,1557,5389,271621
23:19.2,876808,222579,77074,84814,33544,22863,12469,268293
23:20.2,83282,53052,24573,22074,14075,16198,4274,268293
23:21.2,50312,38960,7566,10845,8103,4394,1103,268293
23:22.2,153197,31913,56148,94161,69221,31048,24202,273413
23:23.2,83645,14945,25175,26874,17334,18455,4385,276741
23:24.2,120655,100684,5294,8469,53816,40052,15139,279301
23:25.2,495208,16759,129957,44098,30785,100367,15364,278277
23:26.2,91403,22537,12081,5792,8418,5054,907,274949
23:27.2,102171,11826,6834,3167,9740,4385,1389,273413
23:28.2,36053,4061,6118,6002,2869,1726,632,269829
23:29.2,40957,6527,8796,6635,11492,3136,2993,273413
23:30.2,406397,129014,27789,43209,28317,5218,5535,272645
23:31.2,15711,3054,4503,2514,1326,922,449,271877
23:32.2,357003,235412,81291,138033,198614,32074,7525,275717
23:33.2,240781,158431,184088,56667,195915,40707,13371,276485
23:34.3,35746,5401,2360,4970,5498,1057,583,279045
23:35.2,46458,9653,1182,7889,5679,2747,286,280069
23:36.2,311531,43313,55474,93204,89925,22851,5419,279301
23:37.2,352944,35356,39593,43874,17791,6655,6503,274437
23:38.2,14553,44510,48555,19177,19075,7237,2358,275205
23:39.2,19219,1734,6057,3756,2109,537,261,274949
23:40.2,478184,93165,156113,84583,145216,33900,5470,274437
23:41.2,44521,7152,44999,42925,44201,17524,9249,280069
23:42.2,17926,9820,4117,3766,1659,504,339,277509
23:43.2,176012,89164,90767,55966,32928,13928,13834,277765
23:44.2,1572619,80304,77254,341619,115183,102253,23924,275205
23:45.2,329851,9701,5600,31889,20902,8249,5073,270853
23:46.2,12202,1954,3008,2376,3185,513,181,273413
23:47.2,172693,46930,44612,47203,33279,26896,6023,274181
23:48.2,466037,50715,33127,98207,27769,13936,1842,273157
23:49.2,38239,8500,1803,1468,4815,989,659,274437
23:50.2,517275,201822,164819,81401,89001,28464,19022,273157
23:51.2,259372,26399,30627,67033,61381,6805,8934,274181
23:52.3,1383204,391876,236080,282740,228917,60239,28516,275973
23:53.2,53411,23309,26718,14819,9069,5335,2821,275717
23:54.2,371993,83331,89702,33365,47668,21930,5781,275205
23:55.2,51001,105375,35275,71677,39770,31286,7506,275205
23:56.2,4144,2268,1634,4614,2158,709,409,277765
23:57.2,550079,61060,38704,25721,43078,23018,4962,276741
23:58.2,133094,43369,32218,47976,13184,10598,7110,276485
23:59.3,118086,16480,65887,17075,16643,5417,3085,274437
24:00.2,9891,1146,2167,784,525,455,250,269573
24:01.2,114616,14559,9700,27306,4167,2229,2208,268037
24:02.2,104132,28450,8256,12469,17948,12354,6270,269573
24:03.2,149053,42201,19185,11284,39432,13842,6607,271621
24:04.2,231783,63741,113085,65316,178862,6478,10852,276741
24:05.2,8870,12228,4646,2707,1406,1532,827,276741
24:06.2,335881,42711,31784,197576,99295,38736,9281,282117
24:07.2,17314,10940,2098,3045,3515,1473,576,282117
24:08.2,238679,2564,11488,7240,20941,11650,1612,279813
24:09.2,158048,35105,136807,16247,46940,10996,4552,276741
24:10.3,655169,45438,136415,60184,51296,21637,16899,273413
24:11.2,57631,7506,6446,645,1506,2973,795,269061
24:12.2,170549,22942,86231,59446,9213,8854,5304,267269
24:13.2,42515,6886,15228,7917,11994,2901,1006,267525
24:14.2,650870,47685,61142,117850,39925,24249,7661,267269
24:15.2,319645,87969,262849,188856,80497,50441,9513,271621
24:16.2,3045,1951,4141,2722,651,354,153,273413
24:17.3,75820,28805,15083,17540,25331,6687,2952,274181
24:18.2,144504,8759,21303,43059,41869,20157,7186,277765
24:19.2,78532,16161,19204,10910,19759,3894,3740,277765
24:20.2,28544,31320,5899,8357,13127,3258,411,279045
24:21.2,1531703,85765,142529,216650,80739,24024,15754,277765
24:22.2,40413,1788,5715,11918,8304,3443,1141,277509
24:23.2,227088,81910,10884,139144,77314,16943,7047,277509
24:24.3,41456,8055,4967,14347,12521,5634,3543,278277
24:25.2,71601,4525,32625,37638,30669,12420,7116,282629
24:26.2,408111,72121,97171,114167,206539,32107,13542,284421
24:27.2,719549,68553,112602,406003,130827,8887,17341,282885
24:28.2,410308,44416,102590,55500,46203,15333,4102,280069
24:29.2,1861942,22417,49822,62139,84418,24502,31632,275717
24:30.2,313845,75484,140046,51046,22483,7907,3738,269829
24:31.2,288113,33804,24359,16111,39632,5709,6246,269573
24:32.2,66598,1287,18665,7551,7093,3282,1195,269573
24:33.2,108782,10727,19026,30844,21170,21093,6482,272645
24:34.2,46885,5483,7246,6373,16212,5258,678,277509
24:35.2,165209,22791,33931,24605,23232,12775,2797,277509
24:36.2,611341,145639,164221,90430,121133,44560,13072,278277
24:37.2,121121,33095,2695,33376,21294,8431,2803,278277
24:38.2,98828,18807,24815,13024,5261,3851,2255,273157
24:39.2,81261,35377,21269,17139,16569,2455,1284,273413
24:40.2,7934,865,515,1857,1519,522,175,274181
24:41.2,102172,105942,39115,59279,67752,7703,6203,275717
24:42.3,150967,42222,26853,28700,51865,9774,3391,280069
24:43.2,31807,12680,9631,5597,4906,1264,1009,279301
24:44.2,197429,33012,17740,36996,23265,5335,8143,278277
24:45.2,82939,15382,20222,44507,30262,7857,3902,277765
24:46.2,297872,35534,50609,13513,20857,7586,1771,274437
24:47.2,213725,60461,18155,26077,9925,5144,2921,272389
24:48.2,26646,4996,9081,8045,11360,2220,1376,275205
24:49.3,2751894,303736,134142,55655,214609,35274,37202,271877
24:50.2,10576,8597,3034,3001,1809,671,173,273157
24:51.2,149448,19799,42028,26959,25370,10206,6533,275973
24:52.2,121675,35813,34803,33961,32883,18868,1432,275205
24:53.2,100133,42092,11525,37872,29693,9580,6123,277765
24:54.2,237441,91013,12218,13469,8193,3047,1027,274949
24:55.2,99541,1648,12905,11614,8046,4462,1270,273413
24:56.2,182250,94458,112175,55714,52391,19047,7496,272645
24:57.2,50770,20425,9465,2507,8524,3853,885,271621
24:58.2,108971,16820,8862,17914,14153,964,651,274437
24:59.2,86784,10368,21849,22605,68736,2482,810,279301
25:00.3,106800,82966,22658,46405,40236,9887,6640,280069
25:01.2,44013,9253,14495,8248,6537,2547,417,279813
25:02.2,989418,125031,69635,99795,219271,29744,12407,281349
25:03.2,59654,24528,20558,19297,9902,2719,3866,276741
25:04.2,129669,25112,34275,24817,24479,10332,1512,275717
25:05.2,4957,8671,2160,5415,4491,1697,1059,278533
25:06.2,52856,5472,15269,7173,6301,3324,1284,276741
25:07.2,225010,14178,24606,12694,10214,4803,2215,274437
25:08.2,110681,31105,26929,17560,14355,2643,1373,273413
25:09.2,163940,58313,31819,21824,2493,7322,1432,265733
25:10.2,10273,7565,12685,15105,7205,1601,991,268293
25:11.2,243385,19014,25846,39739,19472,6584,1589,269829
25:12.2,125380,25878,54638,23584,23722,9823,2497,271109
25:13.2,37251,3518,1120,2667,2707,1103,161,275205
25:14.3,1903671,208859,141955,271242,77420,81061,24780,270853
25:15.2,47205,13972,14367,13451,4691,4266,582,270853
25:16.2,55642,36913,20293,57571,19064,12567,4606,271621
25:17.2,58692,28272,7850,22783,11663,5412,1705,273157
25:18.2,866394,262655,445671,235194,121682,79701,118444,274949
25:19.2,38551,8126,2914,2158,3545,1858,365,274949
25:20.2,86496,19501,14391,14414,8827,3793,2168,275205
25:21.2,311083,47643,36264,12979,18975,26617,12101,272389
25:22.2,124958,67226,90196,61012,26624,31324,15528,271877
25:23.2,2356,1741,1056,1439,1514,606,421,274949
25:24.2,423870,159963,59151,38519,45005,47971,26182,274437
25:25.3,133514,35194,33125,4637,14553,6606,2676,275717
25:26.2,11793,6932,5288,2848,3250,2247,512,275973
25:27.2,249291,5051,8860,6667,9685,7798,1996,271621
25:28.2,22916,6795,21716,5847,7805,5377,1195,273413
25:29.2,88437,105561,55343,26052,39536,13312,8120,275205
25:30.2,32048,28076,6502,5426,11408,3131,3648,275717
25:31.2,69201,11497,33351,21494,54801,9958,4512,281861
25:32.2,445744,55667,226113,154968,57189,29570,22399,279813
25:33.2,123277,21382,36885,32038,11974,6089,9090,277765
25:34.2,63158,16767,14076,2589,16706,13120,5859,278277
25:35.2,100002,17201,20634,13619,8710,4040,2498,273413
25:36.2,157447,78045,74920,38124,76174,48113,11238,275973
25:37.2,48956,6357,19179,26227,7089,7719,7918,276741
25:38.2,42735,11286,5879,21042,8382,1610,1222,276485
25:39.2,579604,830480,307881,307259,165028,83864,35529,277509
25:40.2,106899,11575,10440,6765,8703,12046,1532,274437
25:41.2,110905,204389,46841,19672,86713,14030,4968,276485
25:42.2,142314,82526,166050,101326,40850,9202,15210,275717
25:43.3,464041,55917,50369,58683,37276,29667,7877,274949
25:44.2,58024,11896,12652,52200,32491,5448,2993,279045
25:45.2,191186,123959,55413,110552,66556,23430,13258,278533
25:46.2,70740,21026,34147,15308,10532,18311,4985,277765
25:47.2,191260,30929,19851,12330,17147,6072,2866,278277
25:48.2,732060,56893,52307,39994,58447,42757,33939,274437
25:49.2,205615,66503,68116,16351,39391,11683,3017,273157
25:50.2,469092,34630,30211,65048,60100,22369,14780,274181
25:51.2,52229,7451,1691,15745,9014,6316,3294,275205
25:52.2,125655,82176,52027,33863,36243,7385,2876,276741
25:53.2,308902,86215,49049,73668,46473,9179,2334,276485
25:54.2,84273,13007,16201,10445,6619,2205,441,275205
25:55.2,37465,8784,3609,12542,13300,1843,951,276485
25:56.2,953328,162189,64204,96178,123626,30383,3420,275717
25:57.2,148094,12641,12030,41109,18412,8530,6325,275717
25:58.2,82085,9692,10328,9914,8214,2380,924,276741
25:59.2,70391,153698,18981,44142,40613,6361,4628,275717
26:00.2,134319,52510,26741,47104,28231,6110,3489,275973
26:01.2,1488926,234051,184494,64150,101953,28202,19143,274437
26:02.2,362525,82615,102824,126185,38649,11429,7027,273413
26:03.2,46898,21927,10809,10224,12591,1695,228,273413
26:04.2,198087,67009,19377,37195,22009,33262,3177,271877
26:05.2,126602,42382,21024,12551,61398,12011,3986,276485
26:06.2,137295,13805,26969,16848,30036,9731,5085,278533
26:07.2,27472,15961,17999,3582,27747,22026,2739,281349
26:08.2,179408,72137,132326,79643,72723,16639,10519,283397
26:09.2,38624,11820,4262,2519,2010,1396,510,278277
26:10.2,23244,10553,7486,3689,3449,3800,731,275973
26:11.2,60379,30418,8850,8480,11320,6240,4107,273157
26:12.2,292374,75098,69227,49831,65455,23944,15950,272389
26:13.2,401578,28510,108707,72809,39046,28885,10063,274181
26:14.2,132315,57499,39451,63673,45464,28216,11957,275973
26:15.2,95607,12714,48514,202894,48628,29088,7112,278277
26:16.2,271543,69876,53335,35850,25354,6987,2285,278277
26:17.2,19168,1005,209,2790,2702,876,88,278277
26:18.2,223311,29953,73261,19959,13477,2310,2622,275717
26:19.2,108563,51224,68859,160771,59508,9905,16750,278533
26:20.2,167039,27048,11665,7386,13120,4908,1097,275973
26:21.2,51494,3719,3868,1941,6239,2031,732,273413
26:22.2,34556,24231,29435,20436,8480,2236,678,275717
26:23.2,91842,29017,8892,3868,9239,4571,516,272645
26:24.2,109728,50681,38685,38342,20883,7014,7112,274181
26:25.2,201226,35440,92324,138065,27800,7074,4163,273157
26:26.3,50362,8244,27458,9291,7455,8196,1751,272645
26:27.2,636193,26933,84565,57393,62206,37719,22577,273157
26:28.2,90831,13941,8724,20117,15782,15316,7100,274181
26:29.2,228181,52613,8256,20317,14192,19447,10107,274181
26:30.2,240805,85015,38053,94944,50874,20097,4374,275205
26:31.2,346042,8352,2798,14906,15039,1709,1467,273413
26:32.2,37557,10676,8442,6476,6833,2760,693,274181
26:33.3,338380,75089,69322,107318,68547,86080,25707,274181
26:34.2,37672,30652,2523,7681,10889,5617,1037,274181
26:35.2,30429,3626,4379,6083,7711,3604,1464,275205
26:36.2,68558,80502,33638,28931,38964,9827,4085,279045
26:37.2,254924,18198,40335,60465,97156,11104,5241,281349
26:38.2,126773,46336,20883,60647,22528,6922,2543,281093
26:39.2,378108,32196,36802,56615,25134,12089,1488,277509
26:40.2,534582,190492,274304,151752,142043,46078,14162,276485
26:41.2,36653,13102,6138,4914,2106,774,297,271877
26:42.2,137860,50652,21536,28786,34593,15096,7350,272645
26:43.2,62834,21623,24538,20404,52562,13073,5002,277509
26:44.2,51258,6407,4840,5194,2606,1769,1182,274437
26:45.2,98107,17237,8008,4928,2919,2651,854,273157
26:46.2,25105,66332,28154,25077,20114,11261,7440,273157
26:47.2,57582,2052,27193,16664,12523,4107,1837,269829
26:48.2,89581,14966,40197,19684,4836,4561,1452,269829
26:49.2,57594,16364,24412,11246,8567,9592,1154,273157
26:50.2,241241,209426,28816,39025,65364,12718,7487,272645
26:51.2,179532,48986,34797,62830,79480,10723,5813,274437
26:52.2,21411,4652,3318,4856,2345,730,580,276485
26:53.2,293622,46560,55385,24481,15472,13380,2969,274437
26:54.2,145820,155916,31109,66065,31138,18776,3608,273413
26:55.2,333634,81345,59358,100201,60032,41127,26875,271877
26:56.2,177627,102005,39023,104048,30805,17466,6174,272389
26:57.2,206710,98078,56752,37678,74593,33266,4319,276485
26:58.2,13361,4460,2674,1051,463,330,187,272645
26:59.2,20483,438,9301,9136,2940,634,154,272389
27:00.2,84357,14456,14376,7215,9164,3886,966,271877
27:01.2,266523,26097,30637,50593,19383,10889,6314,268805
27:02.2,70433,45900,6088,40001,19600,15344,6015,273413
27:03.2,188349,51436,57210,92916,54902,24204,5658,274949
27:04.2,329913,163275,46848,55344,99260,41864,5967,276485
27:05.2,166529,135720,26465,75963,78198,29710,8720,279813
27:06.2,12940,1549,1968,3351,3166,1396,1326,279813
27:07.2,120300,158388,10682,14391,15954,3790,7490,277509
27:08.2,188628,8984,30684,26880,19917,7579,5505,275717
27:09.3,26976,2304,2214,5027,2901,2015,1228,273413
27:10.2,46954,7938,2488,4178,4320,1856,623,271621
27:11.2,689683,28631,81572,126979,50056,22340,7454,271877
27:12.2,98634,31370,20846,30126,4585,9452,1547,268805
27:13.2,117421,11869,6036,16336,6523,6457,3519,267269
27:14.2,15642,8396,3665,9533,3779,1743,700,268805
27:15.2,466679,110990,22033,13220,44985,7144,2400,268805
27:16.2,20880,14902,6015,12896,5980,2678,797,272645
27:17.2,98535,42307,14853,16391,27124,4452,2120,272645
27:18.2,26680,16674,7492,3355,9854,10365,2428,275973
27:19.2,302938,197959,83959,120758,54810,12482,5584,275205
27:20.2,176509,31827,18300,34324,33750,26087,5930,277509
27:21.2,50495,16611,5088,4300,10300,5347,5283,277509
27:22.2,101840,22150,32312,64391,39920,8061,4855,278277
27:23.2,196103,27032,57101,14048,68649,9731,11260,280069
27:24.2,33015,4948,30296,9083,10003,4379,3439,279813
27:25.2,179181,388448,82523,69342,53386,61469,9839,278533
27:26.2,418785,228263,15421,60126,109880,75299,17491,277765
27:27.3,129197,23058,6528,9376,22884,15669,2791,276485
27:28.2,127784,89288,162146,68245,190946,55590,7456,279301
27:29.2,1887342,228660,173861,197866,91042,41136,30168,277765
27:30.2,159482,17091,6266,15247,18842,8523,5278,276485
27:31.2,6605,976,20414,8280,12963,5460,1403,279301
27:32.2,51684,14005,19308,25958,22849,8404,1248,277765
27:33.2,232049,81916,80264,13129,40194,51782,14725,279813
27:34.3,203114,10906,5664,15991,6770,15134,6077,277509
27:35.2,977412,569465,312725,155538,116752,118652,40077,272645
27:36.2,109511,79774,188784,79414,116387,40276,11152,273157
27:37.2,196504,122566,44548,39791,91094,31353,15264,275205
27:38.2,42322,32814,11238,12980,18198,13213,4266,279301
27:39.2,334165,87669,40764,46422,43090,6004,2803,280069
27:40.2,62774,54129,13957,30163,25146,5556,2686,279045
27:41.2,1191687,227239,169760,53663,159766,130845,17178,276741
27:42.2,13120,3135,7375,5071,3282,522,364,276741
27:43.2,140060,9504,12197,18164,12440,4323,3341,274949
27:44.2,250445,12248,29769,69062,31227,6225,5440,275205
27:45.3,69834,23689,59027,116085,16278,21971,3139,274181
27:46.2,175027,31635,60235,28668,29839,19579,6239,274181
27:47.2,251598,485325,512273,186217,164225,55793,13474,275205
27:48.2,97207,9797,33935,17795,11832,6329,2663,274437
27:49.2,128371,48624,14238,19209,26963,9663,2513,275205
27:50.2,41596,10171,4702,3344,5576,1434,782,275205
27:51.2,42923,98090,15112,33645,26276,12147,2825,275717
27:52.3,370276,41084,39717,21395,33121,17640,1141,275717
27:53.2,52898,9505,4794,9694,3596,3268,975,273157
27:54.2,110149,10177,20165,9379,47037,10864,7344,275973
27:55.2,610116,127154,186114,344576,207218,52685,17204,276485
27:56.2,28519,2862,19518,11826,10118,2132,524,278533
27:57.2,834620,124742,56474,44166,122788,56301,10639,280069
27:58.2,422582,68746,30223,39664,30998,11524,9685,276485
27:59.2,146491,79552,63625,40991,45808,14750,15025,275717
28:00.2,65008,11053,3596,4306,1154,1848,272,269573
28:01.2,307007,61107,50633,50228,45011,7707,2451,269573
28:02.2,138373,59792,14622,7997,11646,7204,5767,269573
28:03.2,27707,29555,11148,4831,9554,1543,1654,269061
28:04.2,186366,12432,28129,75244,29306,3269,953,274437
28:05.2,514399,34211,36530,119837,54407,39820,7739,274181
28:06.2,224687,21059,72418,37516,34733,11154,5842,275717
28:07.2,371730,375957,126380,118248,118697,50722,13993,275717
28:08.2,640962,158634,82233,205975,81648,19692,23864,274949
28:09.2,155884,54536,32668,21678,115792,8020,2339,278533
28:10.3,351596,233083,73951,59475,25704,10516,10677,275717
28:11.2,204288,5468,21467,35355,43981,7796,4367,276485
28:12.2,143149,41093,39868,25364,29384,7672,2528,277509
28:13.2,96840,22471,11370,13589,3962,3170,1243,271109
28:14.2,69158,20888,2143,4495,8678,2881,506,273157
28:15.2,474822,122918,90644,38535,39639,26849,8554,273157
28:16.2,258405,261366,135782,41689,395846,40465,19352,275973
28:17.3,376253,21517,18160,12143,18800,4329,1779,273413
28:18.2,1059,1661,4705,4255,4210,402,132,281093
28:19.2,33811,3178,5691,9356,10969,2080,2212,282885
28:20.2,263903,3542,52445,20895,42559,16173,6260,279301
28:21.2,200650,129947,43882,39661,28141,11401,7686,280069
28:22.2,117801,23385,34834,74054,33782,11876,3109,277765
28:23.2,153451,13423,15097,36988,49531,7693,4561,278277
28:24.3,25794,5070,5303,3381,9903,1545,1441,279813
28:25.2,60243,5861,8557,10005,11856,3836,844,281861
28:26.2,20237,2757,614,16416,9537,3348,822,282885
28:27.2,190674,20691,35762,67913,42176,5240,3679,281861
28:28.3,236702,5557,12642,63854,27517,8476,1652,279301
28:29.2,32152,31955,16906,62571,56245,27224,1755,283397
28:30.2,86311,10868,56747,18446,27260,8245,1959,281349
28:31.2,222095,32604,20159,65340,64208,12830,6471,282117
28:32.2,225103,55993,76169,25924,21082,13521,7609,281093
28:33.2,140277,65594,20729,44841,33888,11310,6329,277509
28:34.2,80537,17425,63508,34361,63693,4309,1293,279301
28:35.2,26621,1953,2040,9003,6250,688,886,279045
28:36.2,30063,15796,10902,11033,9578,1327,462,281861
28:37.2,507610,84500,75226,91434,373091,30059,18278,284677
28:38.2,99513,2665,56626,14523,27948,7824,3529,282629
28:39.2,104387,22441,25786,26474,28296,12259,3066,282117
28:40.2,614489,179662,51721,18168,87920,42378,20699,281093
28:41.2,113840,27132,38797,54263,55247,8764,1065,279301
28:42.2,1433729,23308,121213,177168,223492,11268,10764,279045
28:43.2,21906,9773,738,1642,2580,693,98,277509
28:44.2,336788,9093,35787,44404,48854,11169,2076,277509
28:45.2,53496,16140,27001,26713,37510,4149,1453,278277
28:46.2,870170,164935,140010,79288,110432,33775,7522,277509
28:47.2,607902,111636,31410,106522,181122,29034,7445,279813
28:48.2,28965,1945,15373,8808,12314,2194,770,282117
28:49.3,800828,117675,239940,249253,151104,24021,14736,279045
28:50.2,107861,34889,38652,12464,9374,2081,1402,277765
28:51.2,44670,13308,3467,16411,15592,2600,745,277765
28:52.2,470259,23013,10770,257857,149601,13915,3732,277765
28:53.3,70252,12470,7842,9594,13438,3817,2083,278277
28:54.2,769472,78232,66115,131224,117153,36290,10451,280069
28:55.2,1359892,364248,223408,73650,90893,18821,9517,276485
28:56.2,164514,21354,19331,37254,15658,9917,1943,273413
28:57.2,57474,33851,17830,30260,34570,11913,1317,275205
28:58.2,269388,65000,56012,52001,83461,3604,1610,276485
28:59.2,32421,5917,5573,7618,7785,917,231,279813
29:00.3,171135,41790,14847,21949,46011,11682,3330,282117
29:01.2,51841,10887,5884,5389,14391,2151,568,281349
29:02.2,27840,11729,5131,13090,5136,3405,877,279301
29:03.2,67410,4579,27203,30560,35716,7105,1135,281093
29:04.2,153043,54883,29566,27875,36309,5369,2017,279813
29:05.2,448423,125793,113682,117043,153132,20564,13124,280069
29:06.2,36870,3856,20039,12261,9829,2905,1589,281093
29:07.2,11560,1334,1303,5075,12058,2583,476,282885
29:08.2,120325,9038,4864,8548,7633,3303,658,281093
29:09.2,39581,7491,9424,8435,10715,1502,1434,280069
29:10.2,15851,9163,13130,8369,11427,1029,658,281861
29:11.2,327708,36447,45028,18503,50963,10132,7512,276741
29:12.2,39937,46738,43144,22498,25380,31434,16712,280069
29:13.2,85279,41712,58917,17621,45161,10326,2130,281093
29:14.2,1664464,256523,281055,50336,326595,51579,7348,279045
29:15.2,27470,3465,3582,4163,3675,1097,344,279045
29:16.2,64366,11794,9744,6588,5437,3577,2414,277509
29:17.2,241162,139926,15818,32164,18678,4238,1720,274181
29:18.3,225349,90914,21454,43237,22238,4439,3495,270853
29:19.2,56835,29767,9376,8846,13161,2605,1062,270853
29:20.2,56935,8107,12597,10445,8894,2253,810,272389
29:21.2,419544,619289,97133,142598,63348,24504,15853,272645
29:22.2,99601,37721,4913,10464,13066,2675,1040,273413
29:23.2,101810,34940,19065,50877,57830,6254,2142,275717
29:24.2,256093,12397,17321,7191,27589,7404,3352,275717
29:25.2,77303,6240,22845,100561,59816,17599,5731,281349
29:26.2,193426,332055,79673,30138,61898,4354,7944,281861
29:27.2,39319,18555,52664,86465,33288,9380,2164,281349
29:28.2,360785,82867,22594,7414,20936,8213,2710,279045
29:29.2,56843,5890,9035,1165,5853,1631,942,274437
29:30.2,110039,28516,63924,32296,22637,7946,3339,274949
29:31.2,146160,11864,41145,29717,28996,13497,2845,272645
29:32.2,239759,6459,81961,58095,33931,9648,2949,274949
29:33.2,56168,23842,14744,9020,10057,1196,1136,275717
29:34.2,696209,174013,57920,168519,277518,53548,21678,277765
29:35.2,212583,39630,18562,32504,27487,7792,2731,276741
29:36.3,180568,75246,39889,37446,56289,18021,2546,278277
29:37.2,100778,16031,11443,16987,31833,9651,3958,279813
29:38.2,31735,510,3288,21707,7756,2625,1670,279301
29:39.2,114359,10987,29977,47850,51968,8881,7433,282629
29:40.2,64630,19002,26323,24481,37980,4164,2603,283653
29:41.2,564121,29472,41530,46216,81204,8664,3168,282117
29:42.2,317881,66062,89504,28859,47311,8758,3178,280069
29:43.2,89156,12948,6870,20850,14785,6898,1429,278277
29:44.2,81466,16469,18373,11976,9847,2950,748,274949
29:45.2,102352,4430,39789,137417,39326,10674,2279,276485
29:46.2,118988,9796,13607,19366,43334,4297,1808,276485
29:47.2,23397,6834,2657,4230,2117,921,734,275717
29:48.2,65991,8705,1774,7974,8863,2802,731,275205
29:49.2,104909,42405,19808,39677,22017,10018,4070,275973
29:50.2,92851,33049,39587,44932,27797,12744,6771,274949
29:51.2,86051,27935,38416,12746,10379,3898,820,274949
29:52.2,14242,7924,17857,10915,7295,2590,563,275973
29:53.2,831645,154102,87118,197405,203220,38305,13690,276741
29:54.2,17402,6267,5599,7109,8973,1641,395,278533
29:55.2,378489,35463,61205,76955,33673,10603,2170,278533
29:56.2,280474,200866,88261,121898,88724,19252,7869,278277
29:57.2,220339,4413,57341,28974,30716,17343,3020,276741
29:58.2,47463,4435,4429,4079,9373,3256,718,275973
29:59.2,990147,120546,153212,154456,147401,32391,12601,276741
30:00.2,71691,21182,4919,11144,5753,2418,405,274949
30:01.3,191467,8516,19979,39830,76624,12388,3739,277765
30:02.2,16514,10480,12111,14032,5147,1988,588,277509
30:03.2,308790,77827,56116,40076,27585,5647,1294,275717
30:04.2,333726,20921,44239,65810,27289,16519,3864,275973
30:05.2,1794129,121337,57693,62456,240737,34924,6615,273157
30:06.2,52286,17124,14227,6276,10198,3228,517,272645
30:07.2,673985,212907,110397,374334,131851,74803,18296,274949
30:08.2,27317,21685,13892,11563,12553,1715,620,277509
30:09.2,18837,2452,2672,2491,2257,505,157,276741
30:10.2,94775,13625,8074,9541,8277,5779,285,275717
30:11.2,28272,9701,8567,7103,6871,1657,1296,275973
30:12.2,78661,50424,15904,8561,19702,3017,565,275205
30:13.2,20259,7572,4325,4826,10781,3280,483,278277
30:14.2,33482,24740,14522,66033,46803,9393,4479,283397
30:15.2,61410,35614,28277,33572,16863,10796,4579,283397
30:16.2,8455,2200,5046,6070,1968,377,119,282885
30:17.2,194719,28011,68821,35942,45665,10888,4299,281349
30:18.2,13147,31779,7827,2157,12282,2418,936,278533
30:19.3,86652,20403,53536,102485,163366,25371,6490,283397
30:20.2,82307,14751,18005,16933,11349,1896,924,282885
30:21.2,365383,69419,43861,41185,53987,29403,5028,282117
30:22.2,50229,103151,82852,46211,30620,5968,1770,280069
30:23.2,47822,20996,1510,6062,6491,2728,651,274949
30:24.2,33791,5204,3108,20803,7684,1447,955,276485
30:25.2,137071,66352,9373,15988,43666,6646,1403,277765
30:26.2,259941,56298,27222,21783,45586,8382,6381,278277
30:27.2,16425,4272,8622,2535,2070,432,114,277765
30:28.2,1195169,31258,50043,28218,65159,14357,3317,274437
30:29.2,133781,31319,36870,44747,32020,5811,3015,274181
30:30.2,233105,50531,18638,16306,19346,14753,3170,271877
30:31.2,41421,52649,24565,21054,27812,10771,2743,274949
30:32.2,425287,165968,132837,234749,166045,27573,12393,278277
30:33.2,564332,130848,42297,22010,38357,10679,5731,275717
30:34.2,49239,9892,7914,3744,11487,6913,1057,277765
30:35.2,2047,1282,2890,5539,2347,304,284,279045
30:36.2,19687,6085,10374,16027,8233,2862,1885,279301
30:37.2,134240,114097,12916,21811,50158,8429,3493,282629
30:38.2,558553,278206,246448,281086,257608,81906,28129,283397
30:39.2,58240,4447,16265,11013,40594,7133,2536,284421
30:40.2,2079512,171304,249559,395583,180013,26798,14525,281093
30:41.2,23479,2976,4192,1459,995,1025,216,276485
30:42.2,86465,13799,19858,29678,8169,1572,550,273413
30:43.2,341842,75820,36794,24385,24019,6795,2067,268037
30:44.3,67746,19473,16876,14333,3967,1989,1035,266501
30:45.2,117103,6324,1687,8962,37533,2054,764,272389
30:46.2,13962,3225,1713,3964,7501,2878,397,276485
30:47.2,380348,82803,105113,37451,26542,7591,5358,275973
30:48.2,495276,66793,149749,133420,109007,13386,4283,279301
30:49.2,84809,18351,9546,16736,8759,2283,546,275973
