timestamp,delta,theta,low_alpha,high_alpha,low_beta,high_beta,low_gamma,mid_gamma
36:45.2,113083,14006,3200,5219,10876,3135,1022,274949
36:46.2,109793,54330,22828,28959,24479,8696,2634,274181
36:47.2,40306,7357,17415,4865,7913,2179,1278,274181
36:48.2,62138,8462,26558,23361,10018,3400,1038,273157
36:49.2,83417,26351,5604,27167,50636,5572,3949,277509
36:50.2,36768,4405,5819,5180,9875,1485,239,278533
36:51.2,189589,13316,50953,80429,48251,5108,1615,279301
36:52.2,83011,24592,26331,29839,30052,7148,1178,281349
36:53.2,91648,18650,37993,63162,34322,13599,2854,279301
36:54.2,38979,10434,9008,23314,7118,1944,842,277765
36:55.2,15168,3382,5029,5926,6833,2362,799,279045
36:56.2,510568,106990,15882,23209,40778,30060,6360,275973
36:57.2,153960,7881,28135,33436,40261,7784,3279,275973
36:58.2,553602,487511,317878,490250,118057,35693,13063,275205
36:59.2,448166,160083,28290,66873,79309,109999,10694,273157
37:00.2,454438,35010,104163,316893,64137,31615,19332,274437
37:01.2,935968,23958,167155,83676,182871,29493,3653,274181
37:02.2,381274,22655,30892,57553,15630,10623,2756,271621
37:03.2,343890,156348,184657,85651,73471,16082,5414,271109
37:04.2,42352,1325,5571,10928,9353,4863,528,272645
37:05.2,42481,10351,19939,37525,24147,2512,4226,274437
37:06.2,204057,17342,14047,28798,79240,7039,2780,279813
37:07.2,148993,20604,69312,5261,23852,7883,10783,279301
37:08.2,89460,14339,23026,8483,15445,1899,435,278533
37:09.2,26268,3103,10977,17611,5862,3808,941,276485
37:10.2,390810,89024,27535,33540,37617,8978,2510,273157
37:11.2,304190,37901,40203,36192,88996,5719,3102,275205
37:12.2,17171,5997,4574,5479,1988,624,156,274181
37:13.2,312722,28716,25118,48176,30838,14426,3482,272389
37:14.2,525194,162464,67417,83427,213034,74453,6492,275973
37:15.2,89221,11541,14162,27092,11178,1895,792,273413
37:16.2,1149627,284045,201315,97043,148064,36351,3896,274181
37:17.2,959094,296762,53587,111399,108688,29098,12481,274181
37:18.2,17435,9007,4119,11455,6830,1202,451,273413
37:19.2,42760,6612,15922,12786,15384,1901,893,275973
37:20.2,276027,80350,117353,240599,131296,31839,8676,279045
37:21.2,30359,5802,4462,7558,7573,821,247,281349
37:22.3,106884,199076,80346,67034,69911,59255,17028,281093
37:23.2,188833,60094,47162,30806,36064,4655,4072,278533
37:24.2,147459,28683,13932,14404,15158,2127,1218,275205
37:25.2,530511,58766,52354,109615,120791,63635,33113,275205
37:26.2,72551,92072,14154,10563,8583,5760,1147,275205
37:27.2,25272,17349,4877,13293,10457,2786,746,275717
37:28.2,78944,68021,7156,5426,6291,5550,1401,273157
37:29.2,223769,6482,25687,77143,37042,8636,3319,274949
37:30.2,62139,10953,6690,2974,3703,4445,1098,271109
37:31.2,20722,32361,4311,9119,14734,1578,1032,271621
37:32.2,67808,2530,6757,21039,9350,2621,1390,274437
37:33.2,44041,38007,1764,16314,4936,1667,690,271877
37:34.2,596781,30716,117623,58989,333801,19407,16690,277765
37:35.2,30520,27450,30903,40641,22034,4107,2625,277765
37:36.2,421070,107445,140202,153583,222670,23549,6964,279813
37:37.2,67985,27630,7801,19830,5819,3586,707,279813
37:38.2,64972,29133,13556,8710,5569,1359,868,274437
37:39.2,112053,50086,20339,30059,30364,13221,2266,273157
37:40.2,41785,10381,9039,12570,7498,1441,924,271109
37:41.2,75180,24970,65212,74284,49896,8016,2500,274949
37:42.2,146011,3543,2875,41528,34318,7514,2698,279045
37:43.2,927594,82951,460708,377595,285986,49737,5514,279301
37:44.2,20917,2744,1555,1555,1326,494,163,276741
37:45.2,117688,41463,67956,19635,47797,14448,4494,275973
37:46.2,332009,160537,108125,22625,134137,26709,15118,275973
37:47.2,219413,58374,24610,27286,20912,8801,2053,273413
37:48.2,109540,19693,22325,22356,27832,2874,447,276485
37:49.2,234980,32483,49722,17683,32495,11777,5163,274949
37:50.2,117995,381885,231981,301813,100757,19557,10740,273413
37:51.2,35221,10626,5922,3255,10157,1590,179,275973
37:52.2,29521,13234,5749,18997,11585,3790,474,276741
37:53.2,485423,84771,100579,164983,101996,20705,7044,278277
37:54.2,736904,324135,115994,96084,97998,47200,35398,276485
37:55.2,5317,3017,7700,9793,1703,527,91,275205
37:56.2,102210,18288,12935,8390,17684,5280,1722,273413
37:57.2,208293,34441,13775,40078,25507,7176,1350,271877
37:58.2,60709,18405,55650,45054,15422,11791,6302,272645
37:59.2,124153,24998,10210,22589,26575,3567,4570,273413
38:00.2,220158,140009,80664,18284,58189,9529,3436,273413
38:01.2,346179,36788,56807,43950,30255,17371,3103,272645
38:02.2,17722,8753,1394,951,938,239,214,269573
38:03.2,45065,6649,18272,10961,5407,2517,770,268037
38:04.2,11229,7164,9124,7545,5392,2590,423,268805
38:05.2,116576,18934,25936,31191,29289,7405,997,271877
38:06.2,37550,10350,10143,5806,4260,1917,742,274181
38:07.2,131239,7376,17168,13964,27975,5998,2719,275973
38:08.2,119530,99192,28001,70097,45714,5090,2796,275973
38:09.2,68141,17644,15168,10648,6890,1887,806,273157
38:10.2,81548,13414,6303,54571,37619,5318,2854,277765
38:11.2,241200,67291,166540,66013,252179,55228,5485,281093
38:12.2,121102,16278,16453,27345,7750,6426,1967,277509
38:13.2,14923,7295,1144,4118,2521,381,274,278533
38:14.2,365703,68893,158453,90271,50755,27000,4304,274437
38:15.2,72027,27537,31798,20379,15940,4056,547,269829
38:16.2,248059,5814,46338,18318,11751,6825,2313,269061
38:17.2,17540,5866,11521,20797,5501,4325,1128,269829
38:18.2,53450,9464,10211,13505,4550,1731,689,269573
38:19.2,44032,7578,3693,4264,6018,2223,896,269061
38:20.2,15537,6742,7850,2084,5858,1011,232,273413
38:21.2,1034993,116478,63506,138290,64123,57029,10056,271109
38:22.2,35477,19202,6742,10663,20423,1543,752,275205
38:23.2,112796,14436,22574,20106,38225,12411,7926,277765
38:24.2,127814,8494,77850,59555,17807,9203,4632,275205
38:25.2,136515,27350,6122,13370,14078,11734,3256,276485
38:26.2,309876,6046,37299,21382,57165,12349,7966,274949
38:27.2,22998,8533,8165,7555,4573,1208,449,272645
38:28.2,68666,14249,6301,16564,49645,13208,5114,277765
38:29.2,190705,86246,63863,202643,151685,34940,11531,282629
38:30.2,270178,63941,19944,38122,30276,4433,2574,281093
38:31.2,37498,11145,1378,3578,1630,1445,246,277509
38:32.2,7116,32600,17126,13858,8238,1515,492,274181
38:33.2,747326,164198,23770,51871,101457,29522,8121,269829
38:34.2,118683,3774,21424,70292,29572,9121,7033,272389
38:35.2,7058,1321,1681,5757,1185,495,158,275973
38:36.2,1554616,92316,146801,118673,240356,29728,10593,275717
38:37.2,257937,43586,9633,12303,52237,12989,4368,276741
38:38.2,24871,1821,4990,5678,3710,460,184,275205
38:39.2,136688,35224,26751,17174,65926,3001,2432,277765
38:40.2,70880,26366,30402,58689,38842,6038,5073,279813
38:41.2,1805474,176142,80744,46092,223321,19447,5085,278533
38:42.2,99187,3140,15064,20827,18145,1899,670,279301
38:43.2,141346,133122,55974,32757,52925,6104,9582,277509
38:44.2,90422,70625,59057,45375,129338,55012,10277,279045
38:45.2,80166,24851,10398,9718,10860,3131,1335,278533
38:46.2,92563,21195,6945,52152,18120,22081,6650,278533
38:47.2,38178,5821,2884,20828,7492,6622,1457,279045
38:48.3,134774,22489,23153,15499,41367,6466,8764,276485
38:49.2,94137,80126,27158,19578,60597,14222,3034,279301
38:50.2,263505,47313,35488,40100,57929,6496,4085,279813
38:51.2,29065,11164,3734,8267,9281,2482,1877,281093
38:52.2,83614,20397,13930,11295,7176,2791,763,277509
38:53.2,70186,15889,11200,18456,3920,1775,822,272389
38:54.2,236375,37341,58292,79385,54169,14076,1203,272389
38:55.2,63059,61903,53342,26917,25763,5188,4211,271109
38:56.2,18157,4098,7547,1457,4290,208,198,273157
38:57.2,915084,323316,199680,433412,127930,34399,9513,275205
38:58.2,204073,53496,61298,21251,41871,8764,7052,274949
38:59.2,75710,51277,22853,41012,25523,8284,1666,275205
39:00.2,72535,4940,26877,2956,12242,1827,1059,274437
39:01.2,105056,65074,58760,91061,29680,10149,1295,275205
39:02.2,795226,362301,242322,224080,140203,40031,49665,274949
39:03.2,135457,9898,6203,14390,7330,3622,600,271621
39:04.2,148778,5596,8319,21415,21990,7580,2774,271877
39:05.2,269754,51971,27231,53193,69620,10216,1866,273157
39:06.2,459415,38432,63223,154718,205847,27598,14662,276485
39:07.2,18919,5167,2418,12720,4552,2043,2548,279813
39:08.2,319728,8166,21716,34404,50694,7888,3329,279813
39:09.2,97074,4825,16601,30747,16552,6541,3009,279045
39:10.2,37907,27005,16611,21939,9046,1440,611,275973
39:11.2,228596,100889,36017,32090,19787,12894,1740,272645
39:12.2,19652,25858,11573,11854,8094,3228,588,272645
39:13.3,104889,8728,6161,61977,55499,13113,3853,275717
39:14.2,110744,53387,60880,59659,64817,13208,1317,278277
39:15.2,547412,147406,46667,95816,138801,36068,14675,281861
39:16.2,83737,39532,30136,99509,86335,4464,834,285189
39:17.2,23994,6544,13334,9768,5808,2182,952,282117
39:18.2,863561,468743,201004,119491,224080,28142,7052,280069
39:19.2,187621,31485,49804,70160,30263,8889,2537,278533
39:20.2,352332,86387,45278,39623,28678,10314,3817,272645
39:21.2,201468,36743,7209,13670,11119,2528,1566,269573
39:22.2,288376,123924,71267,25225,46865,5327,2331,268293
39:23.2,15577,4926,1974,3148,7924,1674,1057,272389
39:24.2,248339,114718,12992,65618,41315,11250,7222,273413
39:25.2,166552,69878,22200,43172,31373,6755,3232,276485
39:26.2,135342,75915,8601,64011,22421,11097,1883,276485
39:27.2,441684,76649,57606,39297,122538,33867,8812,274949
39:28.2,8393,4936,4208,1267,2399,446,655,275717
39:29.2,101923,18166,50784,60034,41409,42040,3142,277509
39:30.2,325758,56296,27624,10838,44236,9729,7992,277509
39:31.2,63400,14286,24190,54049,31727,5590,2646,278533
39:32.2,545219,50807,37112,8967,66316,10590,2152,278277
39:33.2,101755,22979,23588,12509,46571,6051,2131,278533
39:34.2,257150,73574,104557,54112,38277,5810,3087,278277
39:35.2,86851,42841,47086,77039,32114,4296,2232,276485
39:36.2,184045,7503,7347,26114,24039,18699,3679,276485
39:37.2,667410,80163,162396,147822,129761,44461,10467,274949
39:38.3,68893,7502,36588,11903,24762,9352,3731,277509
39:39.2,28610,5531,3098,3118,2028,405,57,274181
39:40.2,271640,16541,57078,66544,34048,8617,1466,274181
39:41.2,270913,46670,52194,46201,35862,6391,1494,272645
39:42.2,114569,28370,24068,53889,62739,9720,5992,274181
39:43.2,628545,55564,137954,196273,83180,13161,16977,275717
39:44.2,55834,62558,5809,45907,46642,6485,2117,279045
39:45.2,19095,4282,5987,2526,6220,3239,1117,281349
39:46.2,21287,5508,2200,3471,2433,663,273,276741
39:47.2,11730,11500,2747,9995,7349,1600,444,279813
39:48.2,23156,3959,3694,3124,4887,1767,298,277509
39:49.2,166817,74429,19476,42739,18973,15428,1534,274949
39:50.2,366189,33998,71696,87192,106233,62871,7505,277509
39:51.2,34809,13170,2421,4113,8487,2801,336,275717
39:52.2,445561,214842,199713,217365,68424,52152,30600,274437
39:53.2,47762,21546,15266,9680,12136,2002,1108,275973
39:54.2,276631,57644,56134,28660,25392,10388,1066,272645
39:55.2,415018,75464,55858,31841,34152,12790,4543,269829
39:56.2,991464,227101,78494,67235,131073,42619,9418,271109
39:57.2,35134,1806,6112,13444,8798,2674,882,272389
39:58.2,51626,7020,16148,75431,32762,10223,1398,276741
39:59.2,243776,19725,45696,38261,26623,14099,2920,277765
40:00.2,24450,8523,7892,10110,8737,1569,264,279301
40:01.2,73022,7257,15351,6435,5853,2981,512,276485
40:02.2,20211,25106,16469,6456,4663,1962,1200,271877
40:03.2,213456,23848,12443,123727,196438,44280,8552,277509
40:04.2,463512,79100,47998,26452,60260,9283,2540,275205
40:05.2,598689,81018,95000,163064,69737,18301,4664,275973
40:06.2,86476,50341,15510,29547,26179,13653,2814,278277
40:07.2,947996,108899,190265,107594,149586,14763,6848,274181
40:08.2,650065,118857,123098,211030,114639,36165,11984,274437
40:09.2,496448,282999,63300,56362,87220,27043,20304,274949
40:10.2,954604,190197,19348,44304,55441,15590,11556,271621
40:11.2,29537,5443,4261,2704,3869,758,318,271109
40:12.2,195990,5995,106660,49503,19905,13252,8250,269061
40:13.2,101122,74372,64400,37985,29124,7766,3710,269573
40:14.3,210218,79712,43329,24730,37243,12482,3085,271877
40:15.2,81347,32320,32302,16719,20242,14952,1566,272645
40:16.2,30399,14611,8497,17149,10345,1785,471,275717
40:17.2,187462,66305,18738,12745,39883,22438,3740,275717
40:18.2,79470,17891,15672,6699,5138,2767,928,273413
40:19.2,46919,3632,5684,16726,12076,3067,574,274949
40:20.2,72059,8915,60945,22036,33262,17922,4172,275717
40:21.2,216311,82446,30671,33019,47587,7244,2129,275717
40:22.2,30427,30753,8648,6239,5661,1674,734,276741
40:23.2,32778,1175,5371,8865,17241,3061,930,279045
40:24.2,249336,102259,82026,63661,174751,39071,15451,279813
40:25.2,902377,18078,46846,94685,155867,40874,26368,280069
40:26.2,357140,56490,30453,50621,67263,9476,6804,282629
40:27.2,95131,29106,10192,6210,9592,3421,2304,277509
40:28.2,725983,21313,85933,120412,99651,26249,13145,274437
40:29.2,271420,67993,49635,20249,34089,7665,3480,272645
40:30.2,809734,71686,90466,74578,137019,27963,8914,272645
40:31.2,102224,26284,53348,12957,41867,6902,3768,275973
40:32.2,150560,23895,56947,33895,63990,5032,1970,277765
40:33.2,84428,28017,20172,12518,18345,4251,1342,278533
40:34.2,609409,254797,123901,183111,48548,51553,8811,275205
40:35.2,117169,32833,10933,4802,34741,11251,4064,275205
40:36.2,26287,6863,4057,5376,1414,786,228,269829
40:37.2,47482,38226,5546,18739,10994,2619,858,269573
40:38.2,83729,53443,20719,35474,35329,7569,1446,274437
40:39.2,142895,47876,38661,36393,22986,10420,2998,271877
40:40.2,84171,4978,9100,3863,5194,2805,636,273157
40:41.2,29412,12065,1715,8360,11258,1847,498,275205
40:42.2,665244,419479,162738,180873,120557,32960,5305,272645
40:43.2,7401,1065,2621,4769,1077,877,241,273157
40:44.2,24086,10597,9200,13643,9754,2546,1002,276741
40:45.2,1564036,192071,249350,130789,118766,38371,17402,272645
40:46.2,86703,28661,66043,56518,44981,15095,1929,275205
40:47.2,43583,19285,11396,13908,4618,2527,1176,274181
40:48.2,50119,8490,12765,15747,6016,3459,298,271109
40:49.2,156849,56821,68312,18791,38930,4490,6192,273413
40:50.2,501885,69141,78343,135931,72027,20826,22328,271621
40:51.2,150674,14478,17349,15817,8181,1672,762,270853
40:52.2,512675,69823,89782,155992,200396,53557,11415,274181
40:53.2,68504,13850,26387,8622,7909,1314,776,272389
40:54.2,58691,10940,4045,5282,8378,2763,592,272645
40:55.2,77134,5020,25003,74329,9478,7621,1103,274437
40:56.2,230358,241321,81205,36600,72753,39891,9128,272389
40:57.2,7273,3370,2363,8228,6838,1587,604,277509
40:58.2,47258,7002,7341,14851,4963,1085,519,275973
40:59.2,25494,7364,10619,2914,10897,2382,387,278533
41:00.2,155551,53267,7213,45646,32474,7463,4399,279045
41:01.2,13311,14337,17088,8163,5595,1421,2377,275205
41:02.2,241450,13847,25104,31373,63431,15702,1157,278533
41:03.2,231245,44857,12675,40270,39925,13465,1537,276741
41:04.2,64355,34788,14318,50855,27902,7551,3303,278277
41:05.2,17935,7473,4037,2471,1825,574,177,276485
41:06.2,136808,28195,38251,27932,43193,10725,1094,275973
41:07.2,724786,40862,34698,107575,99353,41196,20467,275973
41:08.2,23101,6042,2982,2724,2320,414,148,272645
41:09.2,172201,63112,51360,22803,19669,13189,3233,272645
41:10.2,353819,22950,126427,109275,80200,88098,4564,271877
41:11.2,65814,14271,9132,15493,15467,2250,1215,273157
41:12.2,41287,42196,14884,16132,6751,7013,1038,272645
41:13.2,63536,11021,19019,8655,4914,3661,1062,272389
41:14.2,66488,103115,91530,61256,34836,8891,2823,271877
41:15.3,391626,54961,37890,46447,39323,13778,2983,269573
41:16.2,79375,35718,31212,73003,42758,42663,2484,273413
41:17.2,362129,37829,14641,20438,32868,6920,3824,274949
41:18.2,122343,53197,11161,48657,37283,12836,1375,275973
41:19.2,71211,8226,6950,11175,10639,1636,375,277509
41:20.2,240325,73094,38983,85797,141340,43208,14778,278277
41:21.2,163626,92764,11895,5934,46934,15360,3934,279813
41:22.2,762614,143595,40105,52791,73986,30636,7551,277509
41:23.2,16278,2476,1787,6412,1707,190,201,275973
41:24.2,108952,28460,12811,10463,38881,7857,1281,274949
41:25.2,1087230,23914,75700,95148,16161,12230,8318,268805
41:26.2,483368,156553,34274,107963,195397,33230,14218,272389
41:27.2,71204,50072,16796,19775,47365,9496,1113,275717
41:28.2,92280,68912,40734,38859,21120,7181,1442,274181
41:29.2,139347,21395,88801,29674,52352,7858,2062,280069
41:30.2,5590,1788,720,2509,1211,441,185,279045
41:31.2,67507,28909,1856,17308,7656,3448,1091,275717
41:32.2,1025188,46930,66719,131366,245465,52089,8521,277509
41:33.2,124608,8687,7316,34632,94398,7852,1142,280069
41:34.2,46157,82932,18972,45931,34844,4707,1754,281349
41:35.2,57353,2921,7299,2652,4879,3038,437,281093
41:36.2,80261,6228,5298,18148,12028,3563,1246,279301
41:37.2,15216,4046,4334,7579,4002,935,393,276485
41:38.2,61761,28732,14750,56832,14086,10603,1703,275205
41:39.2,142238,12035,4297,42804,40224,5945,1613,278277
41:40.2,136910,46733,10225,43887,13779,8606,1776,276741
41:41.2,90779,16445,18257,9390,6427,2558,746,274181
41:42.2,81991,51694,18543,67206,17905,6300,1895,273413
41:43.2,249342,5139,51847,28692,33477,10574,1109,271621
41:44.2,330404,14049,23925,19894,23861,3977,1467,271109
41:45.2,2828896,72785,123034,109010,116881,28624,7815,270853
41:46.2,79955,5426,11697,10292,41182,5621,1554,274181
41:47.2,25948,19269,15151,7187,6869,3534,468,274181
41:48.2,20205,5575,11670,2235,2855,752,253,274437
41:49.2,57017,133672,36566,8745,38774,8114,4725,278277
41:50.2,93839,31896,12227,27014,29816,7375,5513,275973
41:51.2,489753,203209,73779,136082,105981,41081,16291,276485
41:52.2,131013,15429,5959,20154,28554,8171,3521,278533
41:53.2,35976,35890,16985,15084,37408,5175,3905,281349
41:54.2,61536,52688,23585,65369,26603,14104,9282,281093
41:55.2,17666,5351,2930,7300,3629,492,128,281093
41:56.2,59546,20293,9153,10076,6373,1640,1178,278533
41:57.2,52945,242,3444,22279,4914,2431,601,274949
41:58.2,67217,3848,11930,19196,24885,3246,2138,275973
41:59.2,25884,3511,11243,8455,11196,4070,873,277509
42:00.2,15051,10838,6058,19442,7770,973,520,280069
42:01.2,209055,83797,32091,48207,33474,18659,4590,281349
42:02.2,422931,63051,47425,111323,53298,26781,8039,278277
42:03.2,130591,21225,38533,30034,14956,5064,1820,275205
42:04.2,466562,54262,11256,39057,28191,16716,2951,271621
42:05.2,301961,10753,64232,28423,35690,9954,3889,271109
42:06.2,9601,5479,7809,3206,2134,757,572,271109
42:07.2,187709,86309,23622,12071,27057,15101,4865,271109
42:08.2,126523,46343,51878,34382,27940,24958,4731,273413
42:09.2,584080,87494,76366,56480,65821,16392,8539,273413
42:10.2,590700,118450,359804,241553,137172,56765,13513,274181
42:11.2,242586,96939,47340,54581,40033,7616,3289,274437
42:12.2,136575,21545,17727,19591,35167,6255,2375,275717
42:13.2,11822,10052,2773,3511,3767,482,143,276741
42:14.2,44242,10012,31058,32771,23028,6436,3880,278533
42:15.2,225305,58757,33065,63658,23859,4618,1202,277765
42:16.2,153176,4787,7110,21462,23375,12407,2260,276741
42:17.2,67931,24601,19368,30802,24288,4819,1956,277765
42:18.2,621577,258234,95978,146183,136103,41094,11972,275973
42:19.2,30559,2208,5913,12644,12140,1309,361,279301
42:20.2,13993,8899,5449,2361,3182,1083,356,279045
42:21.2,239574,28315,24843,27947,29926,5364,4546,277509
42:22.2,92792,9781,23721,15721,23605,8660,2247,277765
42:23.2,131285,7958,31507,17822,23087,2534,2838,275973
42:24.2,50777,12189,7481,4886,7546,2240,543,275717
42:25.2,5665,4535,1289,4143,2495,353,272,277509
42:26.2,548910,37943,220303,81579,99021,54829,18756,276485
42:27.2,24871,6393,4836,4266,7328,2100,841,277765
42:28.2,65786,19915,16904,12688,11737,2415,1275,277765
42:29.2,173443,90656,6466,7654,34346,8933,3712,276485
42:30.2,338421,30208,24414,29920,27468,5552,3561,275205
42:31.2,28285,5046,1847,4584,1811,366,426,271877
42:32.2,87742,11339,4281,8713,5568,1929,599,269573
42:33.2,107615,12653,28797,55861,29383,10837,2010,270853
42:34.2,121116,26472,36923,25575,22361,6246,5138,271877
42:35.2,5206,952,813,4058,2140,619,126,276485
42:36.2,55428,58816,12622,24300,22113,3962,1577,279301
42:37.2,190011,41458,53381,120841,27203,9640,7375,277765
42:38.2,91374,10916,8455,6420,14946,4217,985,278277
42:39.2,598358,95714,154031,105306,86736,146940,12770,275205
42:40.2,698309,137885,282300,254106,224037,44187,6904,275717
42:41.3,224235,34071,47768,15628,15899,18249,8880,274181
42:42.2,47740,13671,6657,9961,4854,1533,453,272389
42:43.2,571727,197366,250181,315683,182588,92254,7633,273413
42:44.2,258729,12007,63640,55916,21004,7329,2494,270853
42:45.2,172521,63926,11349,20521,30150,8077,2438,272645
42:46.2,313785,51548,38921,5184,50264,11768,3151,274437
42:47.2,1518615,193272,88790,70928,96751,15415,13995,271621
42:48.2,292928,23553,17942,13971,17108,5088,4887,271109
42:49.2,16332,2937,8845,6223,3698,1657,237,271109
42:50.2,99298,28577,30663,48245,84021,8772,1476,274949
42:51.2,104620,15887,8740,24256,7174,3943,3481,272645
42:52.2,104861,6429,32382,50364,30245,10676,2748,275973
42:53.2,77804,12897,7364,30099,38585,8343,2403,281861
42:54.2,119787,63107,11586,13206,24987,8130,1232,278277
42:55.2,167534,50140,36158,48366,39553,3832,3828,280069
42:56.2,18395,4346,1780,4028,2518,423,304,278533
42:57.2,103984,15097,16053,9171,16779,4682,2631,275717
42:58.2,164023,21825,22793,15970,25920,6148,4592,275205
42:59.2,113707,40642,15608,71220,37057,9547,3029,276485
43:00.2,32960,4211,6898,13673,8469,1817,483,278277
43:01.2,756363,57181,27305,66118,195971,63373,12274,279813
43:02.2,97157,46336,18364,24219,18627,15828,2262,279813
43:03.2,54316,4439,12182,13102,5569,2604,823,276741
43:04.2,86982,8999,4358,15376,19996,7837,2313,276485
43:05.2,121183,84086,50300,115866,30216,6074,1111,274949
43:06.3,264758,19835,40401,24158,36708,5336,1206,274949
43:07.2,42160,7529,5811,13631,7684,1753,397,276485
43:08.2,412730,85246,74393,40334,26645,6404,1545,273157
43:09.2,423618,150100,18813,77348,81676,23383,7579,273157
43:10.2,1089339,218449,104353,109915,140907,76914,12792,273157
43:11.2,46015,4337,14736,5568,7167,5977,568,271877
43:12.2,224483,15772,13023,59635,23156,13003,1527,273413
43:13.2,82016,33437,23442,21060,27333,10612,4664,274437
43:14.2,15575,2120,1196,1221,2691,904,169,275205
43:15.2,15548,35212,5558,8238,14006,1950,583,277509
43:16.2,35770,13308,3046,4490,8813,831,263,279301
43:17.2,57193,4129,22323,19415,7420,2440,1322,277509
43:18.2,23937,4705,5499,2158,1866,1313,229,274949
43:19.2,42021,14218,11390,6465,6148,2454,1345,272389
43:20.2,117699,7957,7681,36379,28425,17738,2398,272389
43:21.2,21013,648,3932,4339,2338,604,101,272645
43:22.2,154449,51173,100690,57080,33144,22633,4105,274949
43:23.2,216350,30259,9645,16032,26259,21405,5763,274949
43:24.2,473936,124310,183044,185917,140302,33087,14824,274949
43:25.2,31685,15809,19116,4365,8527,3442,608,275717
43:26.2,52574,18831,31097,56325,42050,13167,2630,279045
43:27.2,31401,8372,10067,9078,12520,2061,718,281349
43:28.2,45496,8410,52720,9364,20309,3148,653,281349
43:29.2,335532,333845,166341,214624,104859,24638,14370,281349
43:30.2,168105,85485,49137,205440,192630,61012,18838,282117
43:31.2,1055988,192142,91881,84279,89761,62951,14597,278533
43:32.2,7752,4110,2075,2718,2893,895,332,279045
43:33.2,123126,71842,26156,11497,22843,9185,3969,278277
43:34.2,104483,37670,35582,70811,28111,18805,1374,275205
43:35.2,788965,200501,212070,143640,170789,23734,7749,276741
43:36.2,1905142,288095,132698,82509,239536,40406,18337,275205
43:37.2,149112,97914,74182,46603,61437,12525,2267,276741
43:38.2,323437,76327,206410,143888,316202,22674,5755,279813
43:39.2,19628,9529,3021,5387,4257,701,168,279813
43:40.2,319976,74332,45915,71352,17381,7836,4685,277509
43:41.2,224404,48562,21756,12879,30773,3000,1603,275973
43:42.2,269204,111614,90486,15941,32162,6968,3297,271109
43:43.2,114492,51097,23403,11851,38898,6571,2168,272389
43:44.2,60931,3981,28112,18303,6417,2765,523,273413
43:45.2,197217,50559,16340,10664,16623,2578,1438,271877
43:46.2,52237,17038,7418,5288,6301,2989,2278,272389
43:47.2,72500,12499,7836,19529,8908,2381,709,269829
43:48.2,83931,15088,14430,16781,31018,6628,2510,274181
43:49.2,447515,15573,19692,32875,27961,5226,3180,273413
43:50.2,63402,23819,14320,27831,48684,8718,2302,278277
43:51.2,1388108,47005,83956,195079,153328,29991,7170,278277
43:52.2,163828,97870,62750,16832,25834,11865,7200,275205
43:53.2,36784,9776,5725,7706,14354,939,774,279045
43:54.2,184457,26711,63635,101200,23247,16257,4001,274949
43:55.2,19749,1725,2717,2513,1818,474,455,274181
43:56.2,91604,58729,16240,29062,10701,10488,4782,273413
43:57.2,1145344,56639,109650,72313,83208,30905,26488,269573
43:58.2,1182921,164468,275479,214908,120620,31070,18014,269061
43:59.2,391190,121427,110560,124173,93112,54764,32375,271109
44:00.2,23797,2654,5031,2862,5473,2043,1131,273413
44:01.2,20411,7819,5405,10623,6838,2797,415,275973
44:02.2,101236,20750,18323,30114,33605,2529,2787,279301
44:03.2,211244,6314,3889,27475,13347,6887,2223,276741
44:04.2,37793,14094,15088,16899,20041,3251,642,278277
44:05.2,243974,29823,21498,62463,35973,15535,1747,276741
44:06.2,398735,25768,37317,26314,24456,9563,5585,273157
44:07.2,17203,2271,4609,8720,8345,2115,745,277765
44:08.2,74583,37303,9509,4566,17193,6270,1222,275973
44:09.2,483593,82849,124421,368935,345528,29564,14405,279813
44:10.2,100375,7837,8830,5636,22440,11639,2708,283397
44:11.2,6443,3551,2992,4497,4052,1089,185,282885
44:12.2,181688,27681,31079,17271,109572,6565,6530,285445
44:13.2,480679,19371,22043,25091,67469,8923,2680,282629
44:14.2,920137,76552,150179,227668,212149,60575,22820,282629
44:15.2,65573,31973,7288,10946,14526,3700,1458,280069
44:16.2,12675,16393,10898,5142,8187,1664,1815,278277
44:17.2,304297,25283,64804,97919,135854,48711,19273,281093
44:18.2,577870,93574,107227,70200,97362,14594,9396,279813
44:19.2,775943,126943,132392,344373,129141,26639,15292,279301
44:20.2,926720,417024,184743,169526,205829,33090,21104,278277
44:21.2,39599,16477,14820,10795,17712,2148,1296,277509
44:22.2,26126,7532,7320,10169,2424,1071,766,275205
44:23.2,72962,19225,30171,41582,26998,8095,2922,276741
44:24.2,60370,5346,12792,4912,7934,1826,607,275973
44:25.2,208036,58055,65725,34612,68943,15692,5383,275717
44:26.2,268309,146361,9252,89518,28273,6195,2467,275973
44:27.2,161359,14975,5011,4124,9252,1576,993,272389
44:28.2,66707,7209,1088,12068,4950,2814,663,271109
44:29.2,111501,19029,12250,13263,7859,1836,412,268037
44:30.2,64507,3714,4867,7828,12760,1338,906,269829
44:31.2,92031,50571,59909,39462,46776,12141,2814,274181
44:32.2,40025,23611,9282,4599,36674,6979,4847,279301
44:33.2,18731,876,1254,1220,1077,529,158,279045
44:34.2,187379,85118,50335,42996,38025,6960,3034,278277
